filename,cohort,group_id,animal_ch0,cohort_ch0,group_ch0,animal_ch1,cohort_ch1,group_ch1,animal_ch2,cohort_ch2,group_ch2,animal_ch3,cohort_ch3,group_ch3,animal_ch4,cohort_ch4,group_ch4,animal_ch5,cohort_ch5,group_ch5,animal_ch6,cohort_ch6,group_ch6,animal_ch7,cohort_ch7,group_ch7
AD_W2_D5_24072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D5_24072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D6_25072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W2_D7_26072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(17).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D1_27072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D2_28072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D3_29072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D4_30072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(17).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D5_31072026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D6_01082026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(1).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(10).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(11).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(12).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(13).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(14).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(15).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(16).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(17).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(18).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(2).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(3).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(4).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(5).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(6).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(7).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(8).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
AD_W3_D7_02082026(9).edf,AD_5xFAD,,Animal_Ch1,,,,,,,,,Animal_Ch4,,,,,,Animal_Ch6,,,Animal_Ch7,,,,,
